Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,2,B. Roethlisberger QB - PIT ,10.52,R. Mendenhall RB - PIT ,6.70,M. Jones-Drew RB - JAC ,16.60,A. Johnson WR - HOU ,2.20,W. Welker WR - NE ,22.60,T. Gonzalez TE - ATL ,6.90,M. Bush RB - LV ,15.30,B. Cundiff K - BAL ,10.00,49ers DEF ,1.00,S. Johnson WR - BUF ,13.50,R. Rice RB - BAL ,8.30,T. Smith WR - BAL ,2.30,A. Bradshaw RB - NYG ,0.00,M. Vick QB - PHI FP ,0.00,C. Palmer QB - LV ,10.04,A. Boldin WR - BAL ,6.30,B. Jacobs RB - NYG ,10.60,91.82,Tilly,100.32
Dannye Van,3,T. Brady QB - NE LP ,29.24,B. Tate RB - HOU ,2.60,F. Gore RB - SF ,4.80,C. Johnson WR - DET ,10.90,L. Fitzgerald WR - ARI ,5.50,J. Finley TE - GB ,3.80,D. Bryant WR - DAL ,3.50,N. Folk K - NYJ ,4.00,Packers DEF ,8.00,C. Spiller RB - BUF ,7.00,R. Gronkowski TE - NE ,11.90,D. Bowe WR - KC ,6.90,R. White WR - ATL ,18.00,F. Jackson RB - BUF ,0.00,A. Peterson RB - MIN ,0.00,D. Bailey K - DAL ,8.00,Texans DEF ,13.00,72.34,LeMar,96.84
Tilly,5,T. Tebow QB - DEN ,16.42,D. Murray RB - DAL ,12.80,D. Williams RB - CAR ,18.90,G. Jennings WR - GB ,13.40,S. Smith WR - CAR ,7.70,M. Lewis TE - JAC ,4.70,B. Lloyd WR - STL ,13.40,A. Vinatieri K - IND ,7.00,Bears DEF ,6.00,P. Hillis RB - CLE ,6.10,M. Stafford QB - DET ,14.14,J. Jones WR - ATL ,0.00,M. Ingram RB - NO ,15.40,M. Colston WR - NO ,7.80,O. Daniels TE - HOU ,3.10,P. Manning QB - IND ,0.00,Lions DEF ,2.00,100.32,Will,91.82
LeMar,6,E. Manning QB - NYG ,22.64,M. Lynch RB - SEA ,19.10,J. Addai RB - IND ,2.30,H. Nicks WR - NYG ,8.70,S. Holmes WR - NYJ ,11.00,V. Davis TE - SF ,3.80,C. Johnson RB - TEN ,17.30,M. Crosby K - GB ,9.00,Jets DEF ,3.00,J. Maclin WR - PHI ,0.00,J. Graham TE - NO ,20.40,D. Thomas RB - MIA ,2.70,M. Austin WR - DAL ,0.00,R. Wayne WR - IND ,18.20,S. Jackson RB - STL ,7.80,P. Rivers QB - LAC ,11.62,Giants DEF ,-4.00,96.84,Dannye Van,72.34
Quinten,1,C. Newton QB - CAR ,19.62,A. Foster RB - HOU ,12.90,L. McCoy RB - PHI ,12.10,V. Jackson WR - LAC ,2.50,M. Wallace WR - PIT ,1.70,J. Witten TE - DAL ,4.30,M. Forte RB - CHI ,8.40,D. Akers K - SF ,8.00,Bengals DEF ,5.00,S. Greene RB - NYJ ,9.00,B. Wells RB - ARI ,26.80,P. Harvin WR - MIN ,16.60,J. Best RB - DET ,0.00,D. Brees QB - NO ,37.32,R. Fitzpatrick QB - BUF ,25.96,J. Jones WR - GB ,15.40,M. Williams WR - TB ,12.40,74.52,bob,118.58
bob,4,A. Rodgers QB - GB ,20.18,L. Blount RB - TB ,11.90,M. Turner RB - ATL ,6.40,J. Nelson WR - GB ,2.60,V. Cruz WR - NYG ,27.70,A. Gates TE - LAC ,10.90,L. Robinson WR - DAL ,19.90,J. Hanson K - DET ,1.00,Ravens DEF ,18.00,D. McFadden RB - LV ,0.00,R. Mathews RB - LAC ,14.20,A. Green WR - CIN ,11.00,B. Marshall WR - MIA ,16.30,W. McGahee RB - DEN ,11.70,D. Sproles RB - NO ,8.20,R. Bush RB - MIA ,9.60,A. Brown WR - PIT ,8.60,118.58,Quinten,74.52
