Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,2,T. Romo QB - DAL ,0.00,R. Rice RB - BAL ,19.50,M. Jones-Drew RB - JAC ,18.40,T. Smith WR - BAL ,3.80,W. Welker WR - NE ,14.50,T. Gonzalez TE - ATL ,4.10,M. Bush RB - LV ,9.40,B. Cundiff K - BAL ,0.00,49ers DEF ,7.00,S. Johnson WR - BUF ,9.20,R. Mendenhall RB - PIT ,21.10,D. Heyward-Bey WR - LV FP ,7.00,A. Bradshaw RB - NYG ,18.20,M. Vick QB - PHI FP ,20.72,B. Roethlisberger QB - PIT ,0.00,B. Jacobs RB - NYG ,5.50,F. Jackson RB - BUF ,0.00,76.70,LeMar,79.62
Dannye Van,3,T. Brady QB - NE LP ,29.86,D. Sproles RB - NO ,14.90,A. Peterson RB - MIN ,11.20,D. Bowe WR - KC ,14.00,L. Fitzgerald WR - ARI ,16.50,R. Gronkowski TE - NE ,7.80,C. Johnson WR - DET ,16.20,A. Henery K - PHI ,10.00,Texans DEF ,6.00,F. Jones RB - DAL ,2.40,C. Spiller RB - BUF ,19.80,D. Bryant WR - DAL ,6.20,P. Rivers QB - LAC ,11.96,R. White WR - ATL ,12.70,F. Gore RB - SF ,15.60,Packers DEF ,4.00,Steelers DEF ,13.00,126.46,Quinten,110.48
Tilly,6,M. Stafford QB - DET ,27.42,P. Hillis RB - CLE ,11.20,D. Williams RB - CAR ,20.40,S. Smith WR - CAR ,3.20,B. Lloyd WR - STL ,2.90,M. Lewis TE - JAC ,1.20,J. Jones WR - ATL ,16.80,A. Vinatieri K - IND ,13.00,Bears DEF ,-3.00,T. Tebow QB - DEN ,12.80,D. Murray RB - DAL ,0.00,M. Ingram RB - NO ,0.00,M. Colston WR - NO ,14.10,O. Daniels TE - HOU ,0.40,G. Jennings WR - GB ,0.00,P. Manning QB - IND ,0.00,Lions DEF ,14.00,93.12,bob,93.92
LeMar,5,M. Ryan QB - ATL ,18.62,R. Helu RB - WAS ,0.00,M. Lynch RB - SEA ,19.10,H. Nicks WR - NYG ,2.00,N. Washington WR - TEN ,7.10,J. Graham TE - NO ,10.20,C. Johnson RB - TEN ,5.60,M. Crosby K - GB ,5.00,Bengals DEF ,12.00,J. Maclin WR - PHI ,13.20,J. Addai RB - IND ,6.70,M. Austin WR - DAL ,10.00,R. Wayne WR - IND ,16.60,S. Jackson RB - STL ,12.70,E. Manning QB - NYG ,10.90,S. Holmes WR - NYJ ,4.90,Jets DEF ,4.00,79.62,Will,76.70
Quinten,1,D. Brees QB - NO ,25.18,A. Foster RB - HOU ,23.40,L. McCoy RB - PHI ,4.50,J. Jones WR - GB ,17.00,M. Wallace WR - PIT ,8.20,J. Witten TE - DAL ,2.40,S. Greene RB - NYJ ,7.80,D. Akers K - SF ,15.00,Vikings DEF ,7.00,M. Forte RB - CHI ,0.00,B. Wells RB - ARI ,6.10,P. Harvin WR - MIN ,16.40,J. Best RB - DET ,0.00,C. Newton QB - CAR ,31.34,V. Jackson WR - LAC ,4.10,M. Williams WR - TB ,3.90,Cowboys DEF ,5.00,110.48,Dannye Van,126.46
bob,4,A. Rodgers QB - GB ,33.12,L. Blount RB - TB ,1.10,M. Turner RB - ATL ,7.50,B. Marshall WR - MIA ,21.60,A. Brown WR - PIT ,4.20,A. Gates TE - LAC ,4.00,W. McGahee RB - DEN ,6.40,M. Nugent K - CIN ,11.00,Ravens DEF ,5.00,D. McFadden RB - LV ,0.00,J. Nelson WR - GB ,23.50,R. Mathews RB - LAC ,7.40,A. Green WR - CIN ,5.00,L. Robinson WR - DAL ,0.50,M. Barber RB - CHI ,0.00,R. Bush RB - MIA ,13.90,V. Cruz WR - NYG ,22.40,93.92,Tilly,93.12
