Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Will,8,D. Prescott QB - DAL ,11.30,G. Minshew QB - JAX ,14.84,E. Elliott RB - DAL ,11.90,A. Jones RB - GB ,27.00,M. Williams WR - LAC ,6.60,A. Miller WR - CHI ,0.70,D. Fells TE - HOU ,4.20,J. Conner RB - PIT ,3.20,W. Lutz K - NO ,8.00,Vikings DEF ,10.50,A. Thielen WR - MIN ,0.20,O. Howard TE - TB ,6.10,B. Hill RB - ATL ,6.60,M. Brown WR - BAL ,1.10,B. Johnson WR - MIN ,1.10,D. Haskins QB - WAS ,13.32,H. Butker K - KC ,9.50,Saints DEF ,7.00,-,-,98.24,Tilly,137.90
Dannye Van,1,D. Brees QB - NO ,22.86,R. Fitzpatrick QB - MIA ,31.66,D. Freeman RB - ATL ,29.20,A. Ekeler RB - LAC ,9.40,M. Thomas WR - NO ,25.60,D. Moore WR - CAR ,0.60,T. Kelce TE - KC ,17.40,M. Boone RB - MIN ,3.80,J. Tucker K - BAL ,7.00,Ravens DEF ,6.00,A. Peterson RB - WAS ,12.50,J. White RB - NE ,4.90,D. Waller TE - LV ,5.70,R. Mostert RB - SF ,11.30,D. Cook RB - MIN ,0.00,M. Gallup WR - DAL ,12.30,J. Jacobs RB - LV ,0.00,D. Slayton WR - NYG ,0.00,-,-,153.52,bob,115.76
Tilly,7,L. Jackson QB - BAL ,29.82,D. Lock QB - DEN ,12.68,M. Gordon RB - LAC ,19.70,D. Singletary RB - BUF ,5.30,D. Hopkins WR - HOU ,4.80,J. Crowder WR - NYJ ,8.00,N. Fant TE - DEN ,2.00,D. Adams WR - GB ,16.10,M. Crosby K - GB ,8.50,Colts DEF ,31.00,L. McCoy RB - KC ,0.00,J. Brown WR - BUF ,12.10,J. Goff QB - LA ,20.12,N. Chubb RB - CLE ,4.50,D. Metcalf WR - SEA ,0.00,I. Smith TE - MIN ,1.40,Panthers DEF ,0.00,-,-,-,-,137.90,Will,98.24
LeMar,5,J. Garoppolo QB - SF ,10.42,B. Mayfield QB - CLE ,14.08,D. Henry RB - TEN ,0.00,S. Barkley RB - NYG ,41.90,O. Beckham WR - CLE ,12.40,T. Boyd WR - CIN ,29.30,G. Kittle TE - SF ,16.40,P. Lindsay RB - DEN ,18.80,D. Carlson K - LV ,6.00,Bears DEF ,2.00,M. Ryan QB - ATL ,15.96,J. Cook TE - NO ,21.90,T. Ginn WR - NO ,0.00,M. Jones WR - DET ,0.00,S. Watkins WR - KC ,3.80,R. Anderson WR - NYJ ,10.20,K. Johnson RB - DET ,4.80,K. Ballage RB - MIA ,0.00,-,-,151.30,Jeff,123.14
Quinten,4,T. Brady QB - NE ,17.24,A. Rodgers QB - GB ,8.34,M. Ingram RB - BAL ,16.10,M. Sanders RB - PHI ,24.10,K. Allen WR - LAC ,9.10,A. Robinson WR - CHI ,8.30,Z. Ertz TE - PHI ,4.80,C. Kupp WR - LA ,11.10,J. Myers K - SEA ,9.00,Patriots DEF ,7.00,R. Woods WR - LA ,16.30,V. McDonald TE - PIT ,2.40,D. Johnson RB - ARI ,1.20,J. Williams RB - IND ,0.00,J. Brissett QB - IND ,15.16,P. Barber RB - TB ,-0.70,M. Mack RB - IND ,17.10,Chiefs DEF ,11.00,-,-,115.08,the old man,164.40
bob,2,J. Winston QB - TB ,11.00,D. Watson QB - HOU ,9.06,C. McCaffrey RB - CAR ,24.80,C. Carson RB - SEA ,6.50,T. Hill WR - KC ,9.70,A. Brown WR - TEN ,14.80,A. Hooper TE - ATL ,11.70,B. Perriman WR - TB ,13.70,Y. Koo K - ATL ,6.00,49ers DEF ,8.50,L. Bell RB - NYJ ,11.30,D. Parker WR - MIA ,19.60,D. Washington RB - LV ,17.60,K. Golladay WR - DET ,15.60,C. Godwin WR - TB ,0.00,C. Sutton WR - DEN ,6.60,D. Chark WR - JAX ,2.80,K. Murray QB - ARI ,12.72,-,-,115.76,Dannye Van,153.52
the old man,6,C. Wentz QB - PHI ,18.96,P. Mahomes QB - KC ,25.44,K. Drake RB - ARI ,31.90,L. Fournette RB - JAX ,12.00,J. Jones WR - ATL ,21.60,W. Fuller WR - HOU ,2.10,M. Andrews TE - BAL ,24.30,T. McLaurin WR - WAS ,12.10,Z. Gonzalez K - ARI ,9.00,Steelers DEF ,7.00,J. Edelman WR - NE ,11.70,E. Sanders WR - SF ,7.60,T. Hilton WR - IND ,4.10,C. Hyde RB - HOU ,10.20,R. Jones RB - TB ,18.40,J. Allen QB - BUF ,20.62,D. Montgomery RB - CHI ,6.40,D. Samuel WR - SF ,13.90,C. Ridley WR - ATL ,0.00,164.40,Quinten,115.08
Jeff,3,R. Tannehill QB - TEN ,23.68,R. Wilson QB - SEA ,10.96,J. Mixon RB - CIN ,8.30,A. Kamara RB - NO ,26.00,T. Lockett WR - SEA ,1.70,S. Diggs WR - MIN ,13.20,H. Henry TE - LAC ,7.00,T. Gurley RB - LA ,16.80,M. Prater K - DET ,5.00,Rams DEF ,10.50,G. Tate WR - NYG ,12.60,P. Rivers QB - LAC ,11.16,J. Landry WR - CLE ,10.90,A. Cooper WR - DAL ,4.40,K. Hunt RB - CLE ,6.10,D. Njoku TE - CLE ,0.00,J. Hollister TE - SEA ,8.90,Packers DEF ,12.00,-,-,123.14,LeMar,151.30
