Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Will,8,D. Prescott QB - DAL ,22.70,D. Haskins QB - WAS ,6.48,E. Elliott RB - DAL ,17.20,A. Jones RB - GB ,5.10,M. Brown WR - BAL ,0.60,B. Johnson WR - MIN ,0.60,D. Fells TE - HOU ,9.30,D. Guice RB - WAS ,26.70,H. Butker K - KC ,10.00,Saints DEF ,18.50,M. Stafford QB - DET ,0.00,A. Green WR - CIN ,0.00,A. Thielen WR - MIN ,0.00,J. Conner RB - PIT ,0.00,B. Hill RB - ATL ,5.20,W. Lutz K - NO ,14.00,Vikings DEF ,9.00,-,-,-,-,117.18,Quinten,148.36
Dannye Van,1,D. Brees QB - NO ,11.26,S. Darnold QB - NYJ ,10.46,D. Cook RB - MIN ,11.90,J. Jacobs RB - LV ,10.40,M. Thomas WR - NO ,7.80,D. Moore WR - CAR ,16.20,T. Kelce TE - KC ,11.50,M. Evans WR - TB ,7.30,J. Tucker K - BAL ,8.00,Ravens DEF ,8.00,K. Cousins QB - MIN ,17.04,M. Sanu WR - NE ,2.90,J. Gordon WR - SEA ,1.50,D. Freeman RB - ATL ,8.40,J. White RB - NE ,33.70,D. Waller TE - LV ,13.50,A. Ekeler RB - LAC ,14.70,M. Gallup WR - DAL ,7.80,-,-,102.82,Tilly,132.76
Tilly,7,L. Jackson QB - BAL ,22.30,K. Allen QB - CAR ,23.32,M. Gordon RB - LAC ,12.00,N. Chubb RB - CLE ,8.40,D. Hopkins WR - HOU ,13.14,D. Adams WR - GB ,21.40,I. Smith TE - MIN ,1.10,D. Singletary RB - BUF ,17.60,M. Crosby K - GB ,7.00,Panthers DEF ,6.50,L. McCoy RB - KC ,10.50,A. Jeffery WR - PHI ,24.20,J. Brown WR - BUF ,9.22,J. Crowder WR - NYJ ,1.80,J. Goff QB - LA ,24.96,T. Hockenson TE - DET ,4.80,D. Metcalf WR - SEA ,8.50,Colts DEF ,10.00,-,-,132.76,Dannye Van,102.82
LeMar,5,M. Ryan QB - ATL ,16.58,J. Garoppolo QB - SF ,9.10,D. Henry RB - TEN ,22.10,S. Barkley RB - NYG ,13.00,M. Jones WR - DET ,11.50,T. Boyd WR - CIN ,14.40,J. Cook TE - NO ,10.00,G. Kittle TE - SF ,2.40,D. Carlson K - LV ,2.50,Bears DEF ,7.00,T. Ginn WR - NO ,0.00,S. Watkins WR - KC ,0.00,O. Beckham WR - CLE ,4.40,R. Anderson WR - NYJ ,13.60,P. Lindsay RB - DEN ,7.70,K. Johnson RB - DET ,0.00,B. Mayfield QB - CLE ,8.04,K. Ballage RB - MIA ,0.00,-,-,108.58,the old man,107.10
Quinten,4,T. Brady QB - NE ,24.34,A. Rodgers QB - GB ,28.12,M. Ingram RB - BAL ,7.20,M. Sanders RB - PHI ,19.00,R. Woods WR - LA ,23.70,A. Robinson WR - CHI ,18.60,Z. Ertz TE - PHI ,3.90,C. Kupp WR - LA ,15.50,A. Vinatieri K - IND ,5.00,Patriots DEF ,3.00,K. Allen WR - LAC ,15.80,V. McDonald TE - PIT ,3.60,D. Johnson RB - ARI ,3.40,J. Williams RB - IND ,3.00,J. Brissett QB - IND ,12.66,P. Barber RB - TB ,18.40,M. Mack RB - IND ,0.00,Chiefs DEF ,21.00,-,-,148.36,Will,117.18
bob,2,D. Watson QB - HOU ,28.36,K. Murray QB - ARI ,13.32,L. Bell RB - NYJ ,8.70,C. McCaffrey RB - CAR ,13.70,T. Hill WR - KC ,7.60,C. Godwin WR - TB ,7.00,G. Olsen TE - CAR ,3.70,D. Chark WR - JAX ,5.70,G. Zuerlein K - LA ,10.00,49ers DEF ,6.00,J. Winston QB - TB ,10.72,D. Parker WR - MIA ,31.40,T. Coleman RB - SF ,2.00,A. Hooper TE - ATL ,0.00,K. Golladay WR - DET ,23.80,C. Carson RB - SEA ,17.40,R. Penny RB - SEA ,24.70,C. Sutton WR - DEN ,21.40,-,-,104.08,Jeff,108.70
the old man,6,C. Wentz QB - PHI ,24.40,P. Mahomes QB - KC ,19.50,L. Fournette RB - JAX ,13.60,R. Jones RB - TB ,0.80,J. Edelman WR - NE ,18.90,W. Fuller WR - HOU ,1.30,M. Andrews TE - BAL ,12.50,C. Ridley WR - ATL ,13.10,Z. Gonzalez K - ARI ,1.00,Eagles DEF ,2.00,E. Sanders WR - SF ,6.10,J. Jones WR - ATL ,0.00,T. Hilton WR - IND ,0.00,C. Hyde RB - HOU ,2.70,K. Drake RB - ARI ,6.10,J. Allen QB - BUF ,23.54,D. Montgomery RB - CHI ,15.70,D. Samuel WR - SF ,13.10,-,-,107.10,LeMar,108.58
Jeff,3,P. Rivers QB - LAC ,16.60,R. Wilson QB - SEA ,16.90,T. Gurley RB - LA ,18.00,A. Kamara RB - NO ,10.40,T. Lockett WR - SEA ,0.00,S. Diggs WR - MIN ,7.20,H. Henry TE - LAC ,2.00,J. Landry WR - CLE ,10.60,M. Prater K - DET ,8.00,Rams DEF ,19.00,G. Tate WR - NYG ,0.00,B. Cooks WR - LA ,3.40,D. Carr QB - LV ,9.58,A. Cooper WR - DAL ,12.50,K. Hunt RB - CLE ,15.00,J. Mixon RB - CIN ,15.00,J. Hollister TE - SEA ,7.40,J. Samuels RB - PIT ,6.40,D. Njoku TE - CLE ,0.00,108.70,bob,104.08
