Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,7,A. Luck QB - IND ,7.98,C. Johnson RB - TEN ,5.40,M. Lynch RB - SEA ,27.50,H. Nicks WR - NYG ,7.00,R. Cobb WR - GB ,5.30,H. Miller TE - PIT ,8.40,B. Green-Ellis RB - CIN ,8.60,D. Bailey K - DAL ,7.00,Cowboys DEF ,14.00,M. Bennett TE - CHI ,6.80,J. Edelman WR - NE ,5.70,B. Tate RB - HOU ,8.80,J. Jones WR - ATL ,0.00,P. Rivers QB - LAC ,13.38,M. Williams WR - TB ,0.00,M. Floyd WR - ARI ,10.40,L. Miller RB - MIA ,0.00,91.18,the old man,77.70
Dannye Van,3,J. Cutler QB - CHI ,20.48,A. Foster RB - HOU ,19.80,R. Bush RB - DET ,19.50,A. Green WR - CIN ,16.30,T. Smith WR - BAL ,1.20,J. Cameron TE - CLE ,6.40,E. Decker WR - DEN ,5.00,S. Hauschka K - SEA ,8.00,Bengals DEF ,7.00,M. Ryan QB - ATL ,0.00,L. Blount RB - NE ,0.90,R. Mathews RB - LAC ,10.20,S. Jackson RB - ATL ,0.00,V. Jackson WR - TB ,23.40,A. Ellington RB - ARI ,15.20,T. Austin WR - STL ,0.30,49ers DEF ,12.00,103.68,Quinten,80.60
Tilly,4,M. Stafford QB - DET ,24.52,D. Sproles RB - NO ,7.30,L. Bell RB - PIT ,5.60,R. Wayne WR - IND ,8.80,W. Welker WR - DEN ,12.30,J. Finley TE - GB ,7.50,D. Jackson WR - PHI ,18.40,P. Dawson K - SF ,12.00,Colts DEF ,3.00,B. Hartline WR - MIA ,0.00,C. Clay TE - MIA ,0.00,M. Jones-Drew RB - JAX ,13.40,T. Brady QB - NE ,14.36,A. Boldin WR - SF ,2.80,J. Jones WR - GB ,1.00,A. Morris RB - WAS ,14.10,D. Richardson RB - STL ,2.30,99.42,LeMar,88.80
LeMar,5,T. Romo QB - DAL ,8.80,R. Rice RB - BAL ,4.90,L. McCoy RB - PHI ,15.10,P. Garcon WR - WAS ,6.90,D. Moore WR - LV ,14.20,J. Witten TE - DAL ,2.70,A. Jeffery WR - CHI ,4.20,A. Henery K - PHI ,7.00,Chiefs DEF ,25.00,R. Mendenhall RB - ARI ,4.20,G. Olsen TE - CAR ,1.90,D. Williams RB - CAR ,11.70,L. Fitzgerald WR - ARI ,16.10,N. Washington WR - TEN ,1.50,R. Griffin QB - WAS ,13.54,M. Ball RB - DEN ,1.50,E. Lacy RB - GB ,12.50,88.80,Tilly,99.42
Quinten,2,A. Rodgers QB - GB ,16.70,F. Gore RB - SF ,10.10,A. Peterson RB - MIN ,8.30,M. Austin WR - DAL ,0.00,A. Johnson WR - HOU ,8.80,B. Pettigrew TE - DET ,3.60,S. Smith WR - CAR ,8.10,S. Gostkowski K - NE ,14.00,Seahawks DEF ,11.00,D. McFadden RB - LV ,8.30,D. Woodhead RB - LAC ,8.30,R. Gronkowski TE - NE ,0.00,S. Rice WR - SEA ,1.50,G. Jennings WR - MIN ,3.40,B. Marshall WR - CHI ,20.70,R. Wilson QB - SEA ,16.38,Rams DEF ,29.00,80.60,Dannye Van,103.68
bob,1,S. Bradford QB - STL ,17.08,J. Charles RB - KC ,24.80,D. Murray RB - DAL ,11.00,J. Nelson WR - GB ,17.30,D. Thomas WR - DEN ,7.80,V. Davis TE - SF ,30.00,B. Powell RB - NYJ ,5.00,G. Hartley K ,9.00,Broncos DEF ,10.00,G. Graham TE - HOU ,2.50,D. Bowe WR - KC ,4.60,M. Vick QB - PHI ,0.00,W. McGahee RB - CLE ,3.90,D. Martin RB - TB ,9.10,J. Blackmon WR - JAX ,19.00,M. Brown WR - BAL ,6.90,Titans DEF ,12.00,131.98,Jeff,76.74
the old man,8,P. Manning QB - DEN ,13.10,K. Moreno RB - DEN ,28.40,F. Jackson RB - BUF ,4.80,C. Johnson WR - DET ,2.50,T. Hilton WR - IND ,4.30,J. Graham TE - NO ,0.00,C. Spiller RB - BUF ,6.60,A. Vinatieri K - IND ,13.00,Eagles DEF ,5.00,D. Amendola WR - NE ,0.10,D. Heyward-Bey WR - IND ,1.10,D. Thomas RB - MIA ,0.00,J. Thomas TE - DEN ,8.20,M. Wallace WR - MIA ,0.00,T. Williams WR - DAL ,8.70,K. Thompkins WR - NE ,10.50,D. Hopkins WR - HOU ,2.70,77.70,Will,91.18
Jeff,6,D. Brees QB - NO ,16.54,M. Forte RB - CHI ,11.10,T. Richardson RB - IND ,5.30,D. Bryant WR - DAL ,3.60,V. Cruz WR - NYG ,6.80,A. Gates TE - LAC ,2.80,J. Gordon WR - CLE ,12.60,M. Prater K - DEN ,5.00,Bears DEF ,13.00,J. Cook TE - STL ,4.50,P. Harvin WR - SEA ,0.00,J. Bell RB - DET ,3.30,M. Colston WR - NO ,1.10,R. White WR - ATL ,0.00,A. Brown WR - PIT ,9.20,D. Wilson RB - NYG ,0.00,G. Bernard RB - CIN ,16.00,76.74,bob,131.98
