Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,6,T. Brady QB - NE ,11.42,M. Forte RB - CHI ,15.60,R. Bush RB - MIA ,6.40,W. Welker WR - NE ,16.30,N. Washington WR - TEN ,9.60,H. Miller TE - PIT ,15.70,A. Peterson RB - MIN ,28.00,R. Gould K - CHI ,5.00,Vikings DEF ,4.00,S. Greene RB - NYJ ,10.40,B. Hartline WR - MIA ,8.40,A. Roberts WR - ARI ,0.00,A. Dalton QB - CIN ,14.94,D. Bowe WR - KC ,6.40,M. Jones-Drew RB - JAC ,0.00,A. Johnson WR - HOU ,5.60,D. Akers K - SF ,7.00,112.02,LeMar,83.02
Dannye Van,1,M. Ryan QB - ATL ,10.40,R. Rice RB - BAL ,14.30,T. Richardson RB - CLE ,15.50,D. Thomas WR - DEN ,21.90,C. Johnson WR - DET ,23.10,B. Myers TE - LV ,19.00,R. White WR - ATL ,2.00,J. Tucker K - BAL ,8.00,Patriots DEF ,6.00,D. McFadden RB - LV ,0.00,D. Amendola WR - STL ,0.00,R. Gronkowski TE - NE ,0.00,D. Murray RB - DAL ,16.20,D. Moore WR - LV ,3.10,S. Ridley RB - NE ,13.10,E. Manning QB - NYG ,15.70,Bears DEF ,4.00,120.20,bob,106.74
Tilly,5,P. Manning QB - DEN ,19.18,B. Green-Ellis RB - CIN ,13.20,R. Mathews RB - LAC ,5.10,J. Jones WR - ATL ,4.80,M. Colston WR - NO ,7.10,V. Davis TE - SF ,1.50,E. Decker WR - DEN ,1.70,S. Gostkowski K - NE ,11.00,49ers DEF ,6.00,M. Bennett TE - NYG ,14.20,L. McCoy RB - PHI ,0.00,A. Hernandez TE - NE ,9.70,A. Bradshaw RB - NYG ,11.60,B. Lloyd WR - NE ,1.00,A. Luck QB - IND ,28.94,R. Griffin III QB - WAS ,17.72,Cardinals DEF ,15.00,69.58,Quinten,82.34
LeMar,2,T. Romo QB - DAL ,25.52,C. Johnson RB - TEN ,5.10,D. Martin RB - TB ,9.80,S. Johnson WR - BUF ,7.80,M. Floyd WR - LAC ,6.10,J. Graham TE - NO ,5.90,M. Lynch RB - SEA ,13.80,D. Bailey K - DAL ,8.00,Seahawks DEF ,1.00,J. Stewart RB - CAR ,0.00,J. Nelson WR - GB ,1.00,P. Garcon WR - WAS ,16.60,M. Stafford QB - DET ,18.52,J. Maclin WR - PHI ,3.80,H. Nicks WR - NYG ,4.30,M. Ingram RB - NO ,7.20,B. Marshall WR - CHI ,16.50,83.02,Will,112.02
Quinten,3,D. Brees QB - NO ,3.64,A. Foster RB - HOU ,11.30,F. Gore RB - SF ,11.80,P. Harvin WR - MIN ,0.00,R. Cobb WR - GB ,6.70,T. Gonzalez TE - ATL ,11.80,R. Wayne WR - IND ,5.10,L. Tynes K - NYG ,10.00,Texans DEF ,22.00,C. Newton QB - CAR ,29.08,M. Austin WR - DAL ,10.60,A. Gates TE - LAC ,4.90,M. Bush RB - CHI ,3.90,M. Wallace WR - PIT ,4.40,A. Green RB - GB ,7.00,G. Zuerlein K - STL ,10.00,Packers DEF ,5.00,82.34,Tilly,69.58
bob,4,A. Rodgers QB - GB ,14.94,C. Spiller RB - BUF ,14.40,A. Morris RB - WAS ,10.40,D. Bryant WR - DAL ,21.80,A. Green WR - CIN ,8.50,O. Daniels TE - HOU ,4.30,V. Cruz WR - NYG ,10.40,M. Bryant K - ATL ,13.00,Broncos DEF ,9.00,J. Charles RB - KC ,13.80,K. Moreno RB - DEN ,8.30,T. Smith WR - BAL ,3.30,J. Witten TE - DAL ,10.80,M. Turner RB - ATL ,13.00,V. Jackson WR - TB ,5.50,D. Sproles RB - NO ,4.70,F. Jackson RB - BUF ,11.90,106.74,Dannye Van,120.20
