Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,6,T. Brady QB - NE ,31.42,M. Forte RB - CHI ,2.60,R. Bush RB - MIA ,14.20,W. Welker WR - NE ,13.10,N. Washington WR - TEN ,5.40,H. Miller TE - PIT ,6.30,A. Peterson RB - MIN ,11.80,R. Gould K - CHI ,8.00,Vikings DEF ,4.00,S. Greene RB - NYJ ,6.00,B. Hartline WR - MIA ,1.70,A. Roberts WR - ARI ,10.50,A. Dalton QB - CIN ,20.90,D. Bowe WR - KC ,4.10,M. Jones-Drew RB - JAC ,0.00,A. Johnson WR - HOU ,18.80,D. Akers K - SF ,7.00,96.82,Tilly,110.80
Dannye Van,1,M. Ryan QB - ATL ,15.42,R. Rice RB - BAL ,16.40,S. Ridley RB - NE ,15.70,D. Thomas WR - DEN ,14.20,C. Johnson WR - DET ,20.00,B. Myers TE - LV ,3.70,R. White WR - ATL ,5.70,J. Tucker K - BAL ,10.00,Patriots DEF ,25.00,D. McFadden RB - LV ,0.00,D. Amendola WR - STL ,3.80,R. Gronkowski TE - NE ,0.00,D. Murray RB - DAL ,0.00,D. Moore WR - LV ,8.00,E. Manning QB - NYG ,23.16,T. Richardson RB - CLE ,17.20,Bears DEF ,12.00,126.12,LeMar,92.54
Tilly,4,P. Manning QB - DEN ,17.50,B. Green-Ellis RB - CIN ,19.80,R. Mathews RB - LAC ,8.80,J. Jones WR - ATL ,20.70,M. Colston WR - NO ,9.60,V. Davis TE - SF ,0.00,E. Decker WR - DEN ,6.40,S. Gostkowski K - NE ,7.00,49ers DEF ,21.00,M. Bennett TE - NYG ,4.40,L. McCoy RB - PHI ,0.00,A. Hernandez TE - NE ,3.60,A. Bradshaw RB - NYG ,17.90,B. Lloyd WR - NE ,2.60,A. Luck QB - IND ,13.60,R. Griffin III QB - WAS ,29.06,Cardinals DEF ,5.00,110.80,Will,96.82
LeMar,2,J. Freeman QB - TB ,10.24,C. Johnson RB - TEN ,10.90,D. Martin RB - TB ,18.30,S. Johnson WR - BUF ,10.60,M. Floyd WR - LAC ,12.50,J. Graham TE - NO ,3.30,M. Lynch RB - SEA ,4.70,D. Bailey K - DAL ,13.00,Seahawks DEF ,9.00,J. Stewart RB - CAR ,3.60,J. Nelson WR - GB ,13.10,P. Garcon WR - WAS ,15.30,J. Maclin WR - PHI ,5.50,H. Nicks WR - NYG ,13.70,M. Ingram RB - NO ,2.70,B. Marshall WR - CHI ,9.20,B. Roethlisberger QB - PIT ,0.00,92.54,Dannye Van,126.12
Quinten,5,D. Brees QB - NO ,18.48,A. Foster RB - HOU ,23.70,F. Gore RB - SF ,16.10,R. Cobb WR - GB ,5.10,M. Wallace WR - PIT ,0.90,T. Gonzalez TE - ATL ,6.20,R. Wayne WR - IND ,10.20,G. Zuerlein K - STL ,7.00,Texans DEF ,4.00,P. Harvin WR - MIN ,0.00,C. Newton QB - CAR ,37.44,M. Austin WR - DAL ,0.00,A. Gates TE - LAC ,1.30,M. Bush RB - CHI ,17.90,A. Green RB - GB ,5.00,L. Tynes K - NYG ,8.00,Packers DEF ,-3.00,91.68,bob,92.36
bob,3,A. Rodgers QB - GB ,10.96,C. Spiller RB - BUF ,10.30,A. Morris RB - WAS ,17.30,A. Green WR - CIN ,13.20,V. Jackson WR - TB ,9.60,J. Witten TE - DAL ,7.40,V. Cruz WR - NYG ,9.60,M. Bryant K - ATL ,6.00,Broncos DEF ,8.00,J. Charles RB - KC ,10.70,D. Bryant WR - DAL ,25.10,O. Daniels TE - HOU ,8.00,M. Turner RB - ATL ,9.00,D. Sproles RB - NO ,6.50,F. Jackson RB - BUF ,2.40,J. Jones WR - GB ,0.00,M. Williams WR - TB ,3.92,92.36,Quinten,91.68
