Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,5,C. Palmer QB - ARI ,18.34,J. Forsett RB - BAL ,23.00,A. Foster RB - HOU ,11.80,J. Jones WR - ATL ,12.70,T. Benjamin WR - CLE ,8.30,A. Seferian-Jenkins TE - TB ,0.00,J. Maclin WR - KC ,8.50,S. Gostkowski K - NE ,14.00,Falcons DEF ,12.00,S. Johnson WR - LAC ,0.00,L. Blount RB - NE ,7.40,C. Newton QB - CAR ,0.00,E. Manning QB - NYG ,28.74,A. Brown WR - PIT ,4.50,L. Miller RB - MIA ,0.00,A. Ellington RB - ARI ,12.30,T. Riddick RB - DET ,11.30,Z. Ertz TE - PHI ,6.00,J. Reed TE - WAS ,0.00,S. Watkins WR - BUF ,0.00,D. Adams WR - GB ,0.00,Panthers DEF ,0.00,J. Gordon WR - CLE ,0.00,-,-,108.64,bob,114.72
Dannye Van,8,S. Bradford QB - PHI ,17.62,C. Michael RB - SEA ,0.60,L. Murray RB - LV ,5.70,D. Hopkins WR - HOU ,16.90,J. Matthews WR - PHI ,4.40,J. Witten TE - DAL ,1.30,G. Bernard RB - CIN ,10.10,J. Brown K - NYG ,12.00,Broncos DEF ,20.00,J. Stewart RB - CAR ,0.00,M. Crabtree WR - LV ,5.40,C. Spiller RB - NO ,0.20,L. Hankerson WR - BUF ,1.30,S. Smith WR - BAL ,0.00,A. Luck QB - IND ,0.00,A. Jeffery WR - CHI ,0.00,E. Ebron TE - DET ,0.00,J. Landry WR - MIA ,0.00,D. Carr QB - LV ,9.86,J. Hill RB - CIN ,2.50,J. Langford RB - CHI ,1.20,K. Williams RB - BUF ,0.00,K. Benjamin WR - CAR ,0.00,K. White WR - CHI ,0.00,88.62,Tilly,102.94
Tilly,3,A. Dalton QB - CIN ,27.04,A. Dixon RB - BUF ,3.90,T. Rawls RB - SEA ,22.90,J. Edelman WR - NE ,18.00,J. Jones WR - GB ,13.70,O. Daniels TE - DEN ,0.00,V. Jackson WR - TB ,3.40,J. Tucker K - BAL ,6.00,Bills DEF ,8.00,C. Johnson RB - ARI ,10.30,P. Harvin WR - BUF ,-0.10,K. Rudolph TE - MIN ,0.00,D. Williams RB - PIT ,2.00,B. Roethlisberger QB - PIT ,0.00,A. Peterson RB - MIN ,0.00,M. Wallace WR - MIN ,0.00,V. Cruz WR - NYG ,0.00,C. Anderson RB - DEN ,4.00,T. Bridgewater QB - MIN ,0.00,B. Cooks WR - NO ,16.70,J. Winston QB - TB ,15.26,Chiefs DEF ,11.00,J. Nelson WR - GB ,0.00,-,-,102.94,Dannye Van,88.62
LeMar,4,M. Ryan QB - ATL ,6.16,R. Mathews RB - PHI ,15.60,E. Lacy RB - GB ,3.50,D. Thomas WR - DEN ,5.50,R. Cobb WR - GB ,2.30,A. Gates TE - LAC ,21.20,D. Murray RB - PHI ,18.00,D. Bailey K - DAL ,8.00,Seahawks DEF ,14.00,R. Jennings RB - NYG ,6.70,M. Stafford QB - DET ,5.72,J. Thomas TE - JAC ,2.00,T. Smith WR - SF ,4.20,G. Olsen TE - CAR ,0.00,A. Boldin WR - SF ,16.70,R. White WR - ATL ,2.30,H. Miller TE - PIT ,4.60,R. Matthews WR - MIA ,0.00,M. Wheaton WR - PIT ,13.20,A. Hurns WR - JAC ,17.60,M. Gordon RB - LAC ,7.40,Cardinals DEF ,14.00,-,-,-,-,94.26,Jeff,105.82
Quinten,7,A. Rodgers QB - GB ,15.54,A. Morris RB - WAS ,1.50,C. Hyde RB - SF ,15.70,E. Sanders WR - DEN ,11.10,C. Johnson WR - DET ,6.70,J. Graham TE - SEA ,3.00,T. Yeldon RB - JAC ,12.30,A. Vinatieri K - IND ,9.00,Patriots DEF ,14.00,J. Bell RB - DET ,0.00,T. Taylor QB - BUF ,22.36,M. Asiata RB - MIN ,0.00,M. Lynch RB - SEA ,0.00,P. Rivers QB - LAC ,20.60,D. Allen TE - IND ,2.10,A. Robinson WR - JAC ,19.20,D. Moncrief WR - IND ,0.30,C. Sims RB - TB ,13.60,J. Brown WR - ARI ,13.30,T. Coleman RB - ATL ,0.30,B. Perriman WR - BAL ,0.00,Packers DEF ,21.00,-,-,-,-,88.84,the old man,79.90
bob,2,B. Bortles QB - JAC ,28.22,L. Bell RB - PIT ,18.70,D. Freeman RB - ATL ,25.70,M. Jones WR - CIN ,6.10,M. Evans WR - TB ,4.10,T. Kelce TE - KC ,3.50,M. Ingram RB - NO ,7.40,M. Bryant K - ATL ,7.00,Eagles DEF ,14.00,D. Bryant WR - DAL ,0.00,E. Decker WR - NYJ ,0.00,B. LaFell WR - NE ,0.00,D. Lewis RB - NE ,15.30,B. Marshall WR - NYJ ,0.00,D. Walker TE - TEN ,3.60,T. Romo QB - DAL ,0.00,C. Ivory RB - NYJ ,0.00,R. Tannehill QB - MIA ,0.00,J. Randle RB ,7.40,D. Parker WR - MIA ,0.00,T. Gurley RB - STL ,15.90,Bengals DEF ,7.00,-,-,-,-,114.72,Will,108.64
the old man,6,T. Brady QB - NE ,25.30,F. Gore RB - IND ,15.80,R. Hillman RB - DEN ,2.60,L. Fitzgerald WR - ARI ,11.80,A. Cooper WR - LV ,4.90,R. Gronkowski TE - NE ,6.70,T. Hilton WR - IND ,8.80,M. Crosby K - GB ,6.00,Lions DEF ,-2.00,P. Garcon WR - WAS ,5.10,L. McCoy RB - BUF ,0.00,G. Tate WR - DET ,6.20,P. Manning QB - DEN ,6.64,D. Sproles RB - PHI ,3.70,C. Fleener TE - IND ,0.90,T. Williams WR - DAL ,3.00,T. Austin WR - STL ,8.80,B. Sankey RB - TEN ,4.30,A. Abdullah RB - DET ,0.50,P. Dorsett WR - IND ,0.90,D. Johnson RB - CLE ,7.70,M. Mariota QB - TEN ,10.18,D. Cobb RB - TEN ,0.00,-,-,79.90,Quinten,88.84
Jeff,1,R. Wilson QB - SEA ,12.62,M. Forte RB - CHI ,16.90,J. Charles RB - KC ,8.40,A. Green WR - CIN ,7.80,O. Beckham WR - NYG ,18.40,T. Eifert TE - CIN ,21.00,K. Allen WR - LAC ,5.70,S. Hauschka K - SEA ,6.00,Rams DEF ,9.00,M. Bennett TE - CHI ,3.20,D. Woodhead RB - LAC ,7.60,S. Vereen RB - NYG ,17.00,M. Colston WR - NO ,3.60,D. Brees QB - NO ,15.30,D. Baldwin WR - SEA ,7.00,D. Martin RB - TB ,33.80,K. Wright WR - TEN ,3.00,M. Bryant WR - PIT ,0.00,I. Crowell RB - CLE ,14.70,M. Jones RB - WAS ,9.70,D. Johnson RB - ARI ,12.60,Jets DEF ,0.00,-,-,-,-,105.82,LeMar,94.26
