Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,4,C. Newton QB - CAR ,36.14,L. Blount RB - NE ,5.40,L. Miller RB - MIA ,9.80,J. Jones WR - ATL ,9.30,S. Watkins WR - BUF ,16.90,A. Seferian-Jenkins TE - TB ,3.10,A. Brown WR - PIT ,23.80,S. Gostkowski K - NE ,4.00,Panthers DEF ,3.00,D. Amendola WR - NE ,13.64,A. Foster RB - HOU ,0.00,J. Maclin WR - KC ,19.50,C. Palmer QB - ARI ,22.24,E. Manning QB - NYG ,14.08,K. Aiken WR - BAL ,4.80,T. Benjamin WR - CLE ,0.00,A. Ellington RB - ARI ,0.00,Z. Ertz TE - PHI ,6.90,J. Reed TE - WAS ,3.30,D. Adams WR - GB ,8.10,S. Diggs WR - MIN ,1.60,Falcons DEF ,5.00,J. Gordon WR - CLE ,0.00,-,-,111.44,the old man,113.48
Dannye Van,8,D. Carr QB - LV ,13.32,J. Stewart RB - CAR ,15.30,G. Bernard RB - CIN ,3.50,D. Hopkins WR - HOU ,14.80,J. Landry WR - MIA ,0.50,D. Walker TE - TEN ,15.20,A. Jeffery WR - CHI ,8.50,J. Brown K - NYG ,8.00,Broncos DEF ,23.00,S. Johnson WR - LAC ,0.00,M. Crabtree WR - LV ,10.50,V. Davis TE - DEN ,2.50,A. Luck QB - IND ,0.00,B. Osweiler QB - DEN ,8.74,L. Murray RB - LV ,15.70,J. Matthews WR - PHI ,9.60,A. Blue RB - HOU ,1.40,J. Hill RB - CIN ,15.80,J. White RB - NE ,17.90,J. Langford RB - CHI ,6.80,K. Williams RB - BUF ,0.00,D. Green-Beckham WR - TEN ,17.90,K. Benjamin WR - CAR ,0.00,K. White WR - CHI ,0.00,102.12,Quinten,99.72
Tilly,2,A. Dalton QB - CIN ,23.90,A. Peterson RB - MIN ,2.40,T. Rawls RB - SEA ,16.30,V. Jackson WR - TB ,8.70,J. Jones WR - GB ,1.90,B. Watson TE - NO ,9.80,D. Williams RB - PIT ,14.50,J. Tucker K - BAL ,7.00,Chiefs DEF ,17.00,M. Bennett TE - CHI ,1.40,J. Edelman WR - NE ,0.00,J. Starks RB - GB ,6.00,B. Roethlisberger QB - PIT ,33.86,C. Anderson RB - DEN ,5.40,B. Cooks WR - NO ,16.40,J. Winston QB - TB ,18.58,T. Montgomery WR - GB ,0.00,J. Lambo K - LAC ,5.00,Colts DEF ,0.00,C. Johnson RB - ARI ,0.00,J. Nelson WR - GB ,0.00,J. McCown QB - CLE ,0.00,V. Cruz WR - NYG ,0.00,-,-,101.50,LeMar,62.46
LeMar,6,M. Ryan QB - ATL ,13.16,D. Murray RB - PHI ,2.40,E. Lacy RB - GB ,0.10,D. Thomas WR - DEN ,12.10,A. Hurns WR - JAC ,0.00,G. Olsen TE - CAR ,10.90,R. Cobb WR - GB ,8.80,D. Carpenter K - BUF ,6.00,Cardinals DEF ,9.00,R. Jennings RB - NYG ,3.30,M. Stafford QB - DET ,17.00,R. Mathews RB - PHI ,0.00,J. Thomas TE - JAC ,7.50,A. Gates TE - LAC ,5.00,A. Boldin WR - SF ,3.70,R. White WR - ATL ,3.30,R. Matthews WR - MIA ,0.00,M. Wheaton WR - PIT ,11.00,K. Davis RB - KC ,0.00,M. Gordon RB - LAC ,4.30,C. Catanzaro K - ARI ,9.00,Seahawks DEF ,10.00,-,-,-,-,62.46,Tilly,101.50
Quinten,7,A. Rodgers QB - GB ,25.62,J. Bell RB - DET ,3.00,A. Morris RB - WAS ,1.20,C. Johnson WR - DET ,10.40,A. Robinson WR - JAC ,33.30,D. Allen TE - IND ,0.60,T. Yeldon RB - JAC ,19.60,A. Vinatieri K - IND ,4.00,Patriots DEF ,2.00,J. Graham TE - SEA ,0.00,E. Sanders WR - DEN ,2.40,T. Taylor QB - BUF ,29.24,M. Asiata RB - MIN ,-0.10,M. Lynch RB - SEA ,0.00,P. Rivers QB - LAC ,6.08,D. Moncrief WR - IND ,3.30,C. Hyde RB - SF ,0.00,C. Sims RB - TB ,7.70,J. Brown WR - ARI ,11.30,T. Coleman RB - ATL ,1.70,R. Gould K - CHI ,10.00,Packers DEF ,5.00,-,-,-,-,99.72,Dannye Van,102.12
bob,3,B. Bortles QB - JAC ,32.78,C. Ivory RB - NYJ ,4.90,T. Gurley RB - STL ,4.10,B. LaFell WR - NE ,2.70,B. Marshall WR - NYJ ,19.10,T. Kelce TE - KC ,4.20,D. Freeman RB - ATL ,10.30,G. Gano K - CAR ,5.00,Buccaneers DEF ,6.00,G. Barnidge TE - CLE ,5.90,D. Bryant WR - DAL ,6.20,E. Decker WR - NYJ ,10.10,M. Ingram RB - NO ,15.90,T. Romo QB - DAL ,0.00,M. Floyd WR - LAC ,-0.50,M. Jones WR - CIN ,11.50,R. Tannehill QB - MIA ,8.54,T. Riddick RB - DET ,3.10,M. Evans WR - TB ,12.10,A. Andrews RB - TEN ,12.80,D. Parker WR - MIA ,12.30,D. Funchess WR - CAR ,7.30,D. Lewis RB - NE ,0.00,L. Bell RB - PIT ,0.00,89.08,Jeff,155.16
the old man,5,T. Brady QB - NE ,31.78,L. McCoy RB - BUF ,11.20,R. Hillman RB - DEN ,5.60,L. Fitzgerald WR - ARI ,5.50,A. Cooper WR - LV ,6.20,R. Rodgers TE - GB ,20.60,T. Hilton WR - IND ,3.60,D. Bailey K - DAL ,15.00,Bengals DEF ,14.00,D. McFadden RB - DAL ,7.90,D. Jackson WR - WAS ,12.00,R. Gronkowski TE - NE ,0.00,G. Tate WR - DET ,6.60,F. Gore RB - IND ,15.40,D. Baldwin WR - SEA ,21.40,T. Williams WR - DAL ,6.30,T. Austin WR - STL ,3.80,W. Snead WR - NO ,0.00,A. Abdullah RB - DET ,6.70,D. Cobb RB - TEN ,4.00,D. Johnson RB - CLE ,3.20,M. Mariota QB - TEN ,35.92,-,-,-,-,113.48,Will,111.44
Jeff,1,R. Wilson QB - SEA ,34.06,M. Forte RB - CHI ,18.30,D. Martin RB - TB ,14.00,A. Green WR - CIN ,18.80,O. Beckham WR - NYG ,20.90,S. Chandler TE - NE ,12.10,J. Allen RB - BAL ,23.00,S. Hauschka K - SEA ,8.00,Jets DEF ,6.00,D. Woodhead RB - LAC ,3.40,S. Vereen RB - NYG ,2.00,D. Brees QB - NO ,22.48,N. Washington WR - HOU ,4.40,M. Floyd WR - ARI ,10.40,T. Eifert TE - CIN ,0.00,S. Ware RB - KC ,8.50,M. Bryant WR - PIT ,17.40,I. Crowell RB - CLE ,6.40,C. West RB - KC ,4.40,M. Jones RB - WAS ,5.40,D. Johnson RB - ARI ,18.00,Rams DEF ,2.00,J. Charles RB - KC ,0.00,K. Allen WR - LAC ,0.00,155.16,bob,89.08
