Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,3,C. Newton QB - CAR ,18.02,J. Forsett RB - BAL ,7.40,L. Miller RB - MIA ,9.40,J. Jones WR - ATL ,20.20,A. Brown WR - PIT ,10.70,A. Seferian-Jenkins TE - TB ,0.00,S. Diggs WR - MIN ,15.50,S. Gostkowski K - NE ,12.00,Panthers DEF ,10.00,A. Foster RB - HOU ,0.00,J. Maclin WR - KC ,9.50,L. Blount RB - NE ,7.40,C. Palmer QB - ARI ,29.56,E. Manning QB - NYG ,38.00,T. Benjamin WR - CLE ,2.60,A. Ellington RB - ARI ,0.00,Z. Ertz TE - PHI ,0.00,J. Reed TE - WAS ,0.00,J. Brown WR - ARI ,3.90,S. Watkins WR - BUF ,0.00,D. Adams WR - GB ,0.80,Falcons DEF ,2.00,J. Gordon WR - CLE ,0.00,-,-,103.22,Dannye Van,92.64
Dannye Van,8,A. Luck QB - IND ,14.74,J. Stewart RB - CAR ,12.30,J. Hill RB - CIN ,6.80,A. Jeffery WR - CHI ,17.60,D. Hopkins WR - HOU ,15.40,R. Rodgers TE - GB ,1.60,S. Smith WR - BAL ,8.20,J. Brown K - NYG ,7.00,Broncos DEF ,9.00,M. Crabtree WR - LV ,16.20,L. Hankerson WR - BUF ,0.00,J. Witten TE - DAL ,1.60,R. Turbin RB - DAL ,0.30,C. Michael RB - SEA ,2.00,G. Bernard RB - CIN ,3.40,L. Murray RB - LV ,11.90,J. Landry WR - MIA ,7.10,D. Carr QB - LV ,29.12,J. Matthews WR - PHI ,0.00,J. Langford RB - CHI ,4.60,K. Williams RB - BUF ,0.00,Steelers DEF ,8.00,K. Benjamin WR - CAR ,0.00,K. White WR - CHI ,0.00,92.64,Will,103.22
Tilly,5,B. Roethlisberger QB - PIT ,8.48,C. Johnson RB - ARI ,6.90,A. Peterson RB - MIN ,10.90,J. Edelman WR - NE ,20.10,J. Jones WR - GB ,0.20,M. Bennett TE - CHI ,3.20,B. Cooks WR - NO ,20.50,J. Tucker K - BAL ,17.00,Chiefs DEF ,14.00,J. Starks RB - GB ,1.80,A. Dalton QB - CIN ,9.64,D. Williams RB - PIT ,11.00,J. McCown QB - CLE ,18.24,B. Watson TE - NO ,20.70,V. Jackson WR - TB ,0.00,M. Wallace WR - MIN ,0.00,V. Cruz WR - NYG ,0.00,C. Anderson RB - DEN ,16.60,J. Winston QB - TB ,19.48,T. Montgomery WR - GB ,0.00,T. Rawls RB - SEA ,1.00,Colts DEF ,7.00,J. Nelson WR - GB ,0.00,-,-,101.28,Jeff,109.50
LeMar,6,M. Ryan QB - ATL ,20.08,E. Lacy RB - GB ,10.70,M. Gordon RB - LAC ,6.10,D. Thomas WR - DEN ,16.80,A. Boldin WR - SF ,0.00,G. Olsen TE - CAR ,13.90,R. Cobb WR - GB ,3.70,M. Bryant K - ATL ,8.00,Cardinals DEF ,6.00,R. Jennings RB - NYG ,8.50,M. Stafford QB - DET ,9.18,R. Mathews RB - PHI ,0.00,D. Murray RB - PHI ,0.00,J. Thomas TE - JAC ,0.00,A. Gates TE - LAC ,5.60,R. White WR - ATL ,2.40,R. Matthews WR - MIA ,6.20,M. Wheaton WR - PIT ,0.50,K. Davis RB - KC ,0.90,A. Hurns WR - JAC ,0.00,D. Carpenter K - BUF ,0.00,Seahawks DEF ,5.00,-,-,-,-,85.28,the old man,116.04
Quinten,7,A. Rodgers QB - GB ,6.18,M. Lynch RB - SEA ,8.20,C. Hyde RB - SF ,0.00,E. Sanders WR - DEN ,2.20,C. Johnson WR - DET ,8.50,J. Graham TE - SEA ,7.50,D. Moncrief WR - IND ,1.80,A. Vinatieri K - IND ,16.00,Patriots DEF ,15.00,J. Bell RB - DET ,5.60,T. Taylor QB - BUF ,0.00,M. Asiata RB - MIN ,1.10,P. Rivers QB - LAC ,24.04,D. Allen TE - IND ,0.40,A. Morris RB - WAS ,0.00,A. Robinson WR - JAC ,0.00,C. Sims RB - TB ,4.60,J. Brown WR - ARI ,0.00,T. Coleman RB - ATL ,2.10,T. Yeldon RB - JAC ,0.00,B. Perriman WR - BAL ,0.00,Packers DEF ,2.00,-,-,-,-,65.38,bob,90.90
bob,1,R. Tannehill QB - MIA ,7.90,L. Bell RB - PIT ,5.80,D. Freeman RB - ATL ,13.10,B. Marshall WR - NYJ ,10.80,M. Evans WR - TB ,4.80,T. Kelce TE - KC ,10.90,T. Gurley RB - STL ,20.60,B. McManus K - DEN ,11.00,Giants DEF ,6.00,G. Barnidge TE - CLE ,11.30,D. Bryant WR - DAL ,1.20,E. Decker WR - NYJ ,12.00,B. LaFell WR - NE ,4.70,M. Ingram RB - NO ,11.90,D. Lewis RB - NE ,17.20,T. Romo QB - DAL ,0.00,C. Ivory RB - NYJ ,4.10,M. Jones WR - CIN ,1.40,J. Randle RB ,0.00,B. Bortles QB - JAC ,0.00,D. Parker WR - MIA ,0.00,Eagles DEF ,0.00,-,-,-,-,90.90,Quinten,65.38
the old man,4,T. Brady QB - NE ,30.34,F. Gore RB - IND ,9.20,R. Hillman RB - DEN ,17.50,L. Fitzgerald WR - ARI ,12.40,A. Cooper WR - LV ,4.80,R. Gronkowski TE - NE ,17.30,T. Hilton WR - IND ,1.50,C. Catanzaro K - ARI ,10.00,Bengals DEF ,13.00,D. McFadden RB - DAL ,11.30,D. Jackson WR - WAS ,0.00,P. Garcon WR - WAS ,0.00,L. McCoy RB - BUF ,0.00,G. Tate WR - DET ,5.90,D. Sproles RB - PHI ,0.00,T. Williams WR - DAL ,2.00,T. Austin WR - STL ,21.90,B. Sankey RB - TEN ,-2.00,W. Snead WR - NO ,19.00,A. Abdullah RB - DET ,0.30,D. Johnson RB - CLE ,7.10,M. Mariota QB - TEN ,0.00,D. Cobb RB - TEN ,0.00,-,-,116.04,LeMar,85.28
Jeff,2,R. Wilson QB - SEA ,13.60,M. Forte RB - CHI ,6.90,D. Martin RB - TB ,7.80,A. Green WR - CIN ,17.80,O. Beckham WR - NYG ,31.00,T. Eifert TE - CIN ,3.90,K. Allen WR - LAC ,9.50,S. Hauschka K - SEA ,7.00,Rams DEF ,12.00,J. Charles RB - KC ,0.00,D. Woodhead RB - LAC ,4.50,C. Clay TE - BUF ,0.00,S. Vereen RB - NYG ,12.30,D. Brees QB - NO ,44.30,D. Baldwin WR - SEA ,3.50,K. Wright WR - TEN ,2.80,M. Bryant WR - PIT ,4.90,I. Crowell RB - CLE ,2.60,C. West RB - KC ,18.20,M. Jones RB - WAS ,0.00,D. Johnson RB - ARI ,4.80,Jets DEF ,-1.00,-,-,-,-,109.50,Tilly,101.28
