Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,5,C. Newton QB - CAR ,16.06,J. Forsett RB - BAL ,15.00,T. Rawls RB - SEA ,4.70,J. Jones WR - ATL ,3.80,A. Brown WR - PIT ,4.20,J. Reed TE - WAS ,1.70,S. Johnson WR - LAC ,3.20,M. Prater K - DET ,4.00,Panthers DEF ,18.00,A. Foster RB - HOU ,1.50,J. Maclin WR - KC ,14.80,L. Blount RB - NE ,0.00,C. Palmer QB - ARI ,15.98,E. Manning QB - NYG ,18.28,T. Benjamin WR - CLE ,7.90,L. Miller RB - MIA ,3.60,A. Ellington RB - ARI ,0.00,T. Riddick RB - DET ,3.60,Z. Ertz TE - PHI ,1.10,D. Adams WR - GB ,0.00,A. Seferian-Jenkins TE - TB ,0.00,S. Gostkowski K - NE ,0.00,J. Gordon WR - CLE ,0.00,-,-,70.66,Quinten,67.46
Dannye Van,7,D. Carr QB - LV ,11.84,L. Murray RB - LV ,6.10,K. Williams RB - BUF ,13.00,S. Smith WR - BAL ,2.40,J. Matthews WR - PHI ,5.00,J. Witten TE - DAL ,5.70,D. Hopkins WR - HOU ,15.70,J. Brown K - NYG ,4.00,Broncos DEF ,10.00,J. Stewart RB - CAR ,5.00,M. Crabtree WR - LV ,8.00,S. Bradford QB - PHI ,24.20,C. Spiller RB - NO ,16.90,A. Luck QB - IND ,0.00,A. Jeffery WR - CHI ,0.00,C. Michael RB - SEA ,-0.10,G. Bernard RB - CIN ,12.20,E. Ebron TE - DET ,2.20,J. Landry WR - MIA ,6.90,J. Hill RB - CIN ,24.00,J. Langford RB - CHI ,0.40,N. Agholor WR - PHI ,4.40,K. Benjamin WR - CAR ,0.00,K. White WR - CHI ,0.00,73.74,Jeff,94.58
Tilly,4,A. Dalton QB - CIN ,18.44,C. Johnson RB - ARI ,9.40,A. Peterson RB - MIN ,15.40,J. Edelman WR - NE ,0.00,J. Jones WR - GB ,9.80,K. Rudolph TE - MIN ,0.70,V. Jackson WR - TB ,20.70,J. Tucker K - BAL ,13.00,Bills DEF ,3.00,D. McFadden RB - DAL ,3.10,P. Harvin WR - BUF ,2.60,D. Williams RB - PIT ,0.50,B. Roethlisberger QB - PIT ,0.00,M. Wallace WR - MIN ,14.30,V. Cruz WR - NYG ,0.00,C. Anderson RB - DEN ,7.00,S. Watkins WR - BUF ,0.00,T. Bridgewater QB - MIN ,15.06,B. Cooks WR - NO ,2.50,J. Winston QB - TB ,12.68,D. Green-Beckham WR - TEN ,0.00,Chiefs DEF ,-4.00,J. Nelson WR - GB ,0.00,-,-,90.44,the old man,62.22
LeMar,3,M. Ryan QB - ATL ,14.14,R. Mathews RB - PHI ,0.00,E. Lacy RB - GB ,9.30,D. Thomas WR - DEN ,9.30,R. Cobb WR - GB ,4.40,G. Olsen TE - CAR ,2.80,R. Matthews WR - MIA ,1.60,D. Bailey K - DAL ,8.00,Seahawks DEF ,7.00,R. Jennings RB - NYG ,15.20,M. Stafford QB - DET ,8.12,D. Murray RB - PHI ,4.80,J. Thomas TE - JAC ,0.00,T. Smith WR - SF ,5.40,A. Gates TE - LAC ,0.00,A. Boldin WR - SF ,1.20,R. White WR - ATL ,0.80,H. Miller TE - PIT ,0.10,M. Wheaton WR - PIT ,1.80,A. Hurns WR - JAC ,17.60,M. Gordon RB - LAC ,4.60,Cardinals DEF ,1.00,-,-,-,-,56.54,bob,84.42
Quinten,8,A. Rodgers QB - GB ,16.26,T. Coleman RB - ATL ,0.00,T. Yeldon RB - JAC ,10.90,E. Sanders WR - DEN ,6.80,C. Johnson WR - DET ,3.60,J. Graham TE - SEA ,2.90,M. Lynch RB - SEA ,0.00,A. Vinatieri K - IND ,12.00,Packers DEF ,15.00,J. Bell RB - DET ,0.00,T. Taylor QB - BUF ,14.46,M. Asiata RB - MIN ,0.30,P. Rivers QB - LAC ,26.22,D. Allen TE - IND ,0.00,A. Robinson WR - JAC ,8.00,C. Latimer WR - DEN ,0.00,D. Moncrief WR - IND ,7.50,C. Hyde RB - SF ,2.20,C. Sims RB - TB ,11.30,J. Brown WR - ARI ,8.80,B. Perriman WR - BAL ,0.00,Patriots DEF ,0.00,-,-,-,-,67.46,Will,70.66
bob,2,R. Tannehill QB - MIA ,12.32,M. Ingram RB - NO ,12.80,L. Bell RB - PIT ,21.00,B. Marshall WR - NYJ ,12.80,M. Jones WR - CIN ,1.00,T. Kelce TE - KC ,2.90,J. Randle RB ,8.60,M. Bryant K - ATL ,6.00,Bengals DEF ,7.00,D. Bryant WR - DAL ,0.00,E. Decker WR - NYJ ,10.60,B. LaFell WR - NE ,0.00,D. Lewis RB - NE ,0.00,D. Walker TE - TEN ,0.00,T. Romo QB - DAL ,0.00,C. Ivory RB - NYJ ,22.60,M. Evans WR - TB ,3.20,D. Freeman RB - ATL ,32.90,D. Parker WR - MIA ,0.00,D. Funchess WR - CAR ,0.00,T. Gurley RB - STL ,16.10,Eagles DEF ,3.00,-,-,-,-,84.42,LeMar,56.54
the old man,6,P. Manning QB - DEN ,8.32,F. Gore RB - IND ,6.70,A. Abdullah RB - DET ,4.40,L. Fitzgerald WR - ARI ,7.90,A. Cooper WR - LV ,10.90,C. Fleener TE - IND ,14.30,T. Hilton WR - IND ,6.70,M. Crosby K - GB ,5.00,Texans DEF ,-2.00,P. Garcon WR - WAS ,11.50,L. McCoy RB - BUF ,0.00,R. Gronkowski TE - NE ,0.00,G. Tate WR - DET ,3.50,T. Brady QB - NE ,0.00,A. Johnson WR - IND ,0.00,D. Sproles RB - PHI ,1.70,R. Hillman RB - DEN ,16.80,B. Sankey RB - TEN ,0.00,P. Dorsett WR - IND ,1.10,D. Johnson RB - CLE ,17.60,M. Mariota QB - TEN ,0.00,J. Robinson RB - IND ,-1.80,D. Cobb RB - TEN ,0.00,-,-,62.22,Tilly,90.44
Jeff,1,R. Wilson QB - SEA ,15.48,M. Forte RB - CHI ,13.50,J. Charles RB - KC ,14.50,A. Green WR - CIN ,8.20,O. Beckham WR - NYG ,3.80,T. Eifert TE - CIN ,6.90,K. Allen WR - LAC ,13.20,S. Hauschka K - SEA ,11.00,Jets DEF ,8.00,M. Bennett TE - CHI ,14.30,D. Woodhead RB - LAC ,13.80,S. Vereen RB - NYG ,2.10,M. Colston WR - NO ,1.90,D. Baldwin WR - SEA ,9.60,D. Martin RB - TB ,20.30,K. Wright WR - TEN ,0.00,M. Bryant WR - PIT ,0.00,I. Crowell RB - CLE ,12.50,S. Coates WR - PIT ,1.10,M. Jones RB - WAS ,1.10,D. Johnson RB - ARI ,12.10,Rams DEF ,10.00,-,-,-,-,94.58,Dannye Van,73.74
